title,console,genre,publisher,developer,critic_score,total_sales(mil),na_sales(mil),jp_sales(mil),pal_sales(mil),other_sales(mil),release_date
Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,Sony Online Entertainment,Sony Online Entertainment,6.5,1.09,0.54,0.01,0.33,0.22,2005-03-22
Dante's Inferno,PS3,Action,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.04,0.28,0.12,2010-02-09
Star Fox: Assault,GC,Shooter,Nintendo,Namco,6.6,1.08,0.68,0.19,0.18,0.03,2005-02-14
Virtua Fighter 5,PS3,Fighting,Sega,Sega-AM2,8.7,1.08,0.29,0.08,0.52,0.2,2007-02-20
Pro Evolution Soccer 2014,PS3,Sports,Konami Digital Entertainment,Konami,8.3,1.08,0.03,0.51,0.46,0.08,2013-09-24
Grand Theft Auto: Chinatown Wars,PSP,Adventure,Rockstar Games,Rockstar Leeds,9.2,1.08,0.28,0.03,0.5,0.27,2009-10-20
Spore Creatures,DS,Simulation,Electronic Arts,Foundation 9,7.2,1.07,0.66,0.0,0.3,0.1,2008-09-07
Tomb Raider: Underworld,X360,Adventure,Eidos Interactive,Crystal Dynamics,7.5,1.07,0.53,0.01,0.42,0.11,2008-11-18
Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai,CyberConnect2,7.8,1.07,0.49,0.09,0.34,0.15,2008-11-04
Virtua Fighter,SAT,Fighting,Sega,Sega-AM2,9.0,1.07,0.17,0.77,0.12,0.02,1995-05-11
Marvel vs. Capcom 3: Fate of Two Worlds,X360,Fighting,Capcom,Capcom,8.4,1.07,0.79,0.03,0.18,0.08,2011-02-15
Prince of Persia,PS3,Adventure,Ubisoft,Ubisoft Montreal,8.3,1.07,0.47,0.03,0.41,0.17,2008-12-02
Endless Ocean,Wii,Adventure,Nintendo,Arika,6.8,1.06,0.43,0.09,0.46,0.09,2008-01-21
Mercenaries 2: World in Flames,X360,Shooter,Electronic Arts,Pandemic Studios,7.1,1.06,0.65,0.01,0.3,0.1,2008-08-31
Sonic Generations,3DS,Platform,Sega,Sonic Team,6.3,1.06,0.44,0.01,0.52,0.08,2011-11-22
Darksiders,X360,Action,THQ,Vigil Games,7.8,1.06,0.67,0.01,0.28,0.1,2010-01-05
DiRT 3,PS3,Racing,Codemasters,Codemasters,9.0,1.06,0.27,0.01,0.58,0.2,2011-05-24
Rocksmith 2014,PS3,Music,Ubisoft,Ubisoft San Francisco,9.1,1.05,0.56,0.05,0.26,0.17,2013-10-22
MySims Agents,Wii,Adventure,Electronic Arts,EA Redwood Shores,7.5,1.05,0.63,0.0,0.32,0.1,2009-09-29
Resident Evil: The Darkside Chronicles,Wii,Shooter,Capcom,"Cavia, inc.",7.2,1.05,0.46,0.2,0.31,0.09,2009-11-17
Call of Duty 4: Modern Warfare,DS,Shooter,Activision,n-Space,7.3,1.05,0.95,0.01,0.02,0.08,2007-11-05
Brink,X360,Shooter,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.01,0.35,0.09,2011-05-10
Sleeping Dogs,PS3,Action-Adventure,Square Enix,United Front Games,8.1,1.04,0.31,0.05,0.5,0.17,2012-08-14
Bomberman 64,N64,Puzzle,Hudson Soft,Hudson Soft,6.1,1.04,0.5,0.31,0.2,0.03,1997-12-02
MotorStorm: Arctic Edge,PSP,Racing,Sony Computer Entertainment,Bigbig Studios,7.7,1.04,0.16,0.0,0.58,0.3,2009-09-29
Naruto: Clash of Ninja 2,GC,Fighting,D3 Publisher,8ing/Raizing,7.4,1.04,0.44,0.45,0.12,0.03,2006-09-26
WWE SmackDown vs. Raw 2010,X360,Fighting,THQ,JAKKS Pacific,8.2,1.04,0.56,0.01,0.37,0.1,2009-10-20
Sonic Unleashed,PS3,Platform,Sega,Sonic Team,5.3,1.03,0.56,0.01,0.32,0.14,2008-12-09
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Fighting,Atari,Spike / Bandai Namco Games,7.5,1.03,0.32,0.26,0.36,0.08,2007-12-03
Shrek 2,GC,Platform,Activision,"Luxoflux, Inc.",6.9,1.02,0.73,0.01,0.26,0.03,2004-04-28
Bulletstorm,X360,Shooter,Electronic Arts,People Can Fly,8.5,1.02,0.61,0.01,0.32,0.08,2011-02-22
F1 2012,PS3,Racing,Codemasters,Codemasters Birmingham,7.9,1.01,0.12,0.05,0.65,0.18,2012-09-18
Prince of Persia,X360,Adventure,Ubisoft,Ubisoft Montreal,8.2,1.01,0.54,0.02,0.34,0.1,2008-12-02
NBA 2K10,X360,Sports,2K Sports,Visual Concepts,8.4,1.01,0.91,0.0,0.02,0.08,2009-10-06
EyePet,PS3,Simulation,Sony Computer Entertainment,SCEE London Studio,6.9,1.01,0.37,0.04,0.52,0.09,2010-09-17
Excitebike 64,N64,Racing,Nintendo,Left Field Productions,8.9,1.0,0.65,0.19,0.15,0.01,2000-04-30
Rayman Origins,PS3,Platform,Ubisoft,Ubisoft,8.5,1.0,0.33,0.01,0.5,0.16,2011-11-15
Breath of Fire III,PS,Role-Playing,Capcom,Capcom,7.6,1.0,0.29,0.46,0.19,0.07,1998-04-30
Tom Clancy's Splinter Cell: Blacklist,X360,Action-Adventure,Ubisoft,Ubisoft Toronto,8.4,1.0,0.57,0.01,0.33,0.09,2013-08-20
Rocksmith 2014,X360,Music,Ubisoft,Ubisoft San Francisco,8.4,0.99,0.73,0.0,0.16,0.1,2013-10-22
Army of Two: The 40th Day,X360,Shooter,Electronic Arts,EA Montreal,7.1,0.99,0.65,0.0,0.24,0.09,2010-01-12
DiRT 2,PS3,Racing,Codemasters,Codemasters,8.8,0.99,0.27,0.0,0.53,0.19,2009-09-08
Apollo Justice: Ace Attorney,DS,Adventure,Capcom,Capcom,8.0,0.99,0.28,0.64,0.05,0.03,2008-02-19
Haze,PS3,Shooter,Ubisoft,Free Radical Design,5.6,0.99,0.49,0.02,0.33,0.15,2008-05-20
Tom Clancy's Splinter Cell: Blacklist,PS3,Action-Adventure,Ubisoft,Ubisoft Toronto,8.3,0.98,0.34,0.06,0.44,0.15,2013-08-20
Zoo Tycoon DS,DS,Strategy,THQ,Blue Fang Games,4.6,0.98,0.86,0.01,0.03,0.07,2005-10-11
Pro Evolution Soccer 2008,PSP,Sports,Konami,Konami,7.8,0.98,0.02,0.19,0.53,0.25,2008-03-12
Sniper Elite V2,PS3,Shooter,505 Games,Rebellion Developments,7.4,0.98,0.38,0.06,0.4,0.15,2012-05-02
Suikoden III,PS2,Role-Playing,Konami,KCET,8.6,0.98,0.29,0.38,0.23,0.08,2002-10-24
Fire Emblem: The Blazing Blade,GBA,Strategy,Nintendo,Intelligent Systems,8.8,0.97,0.49,0.29,0.18,0.01,2003-11-03
Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.6,0.96,0.38,0.26,0.25,0.07,2003-02-17
PilotWings Resort,3DS,Simulation,Nintendo,Monster Games,6.9,0.96,0.4,0.13,0.36,0.07,2011-03-27
Driver: San Francisco,PS3,Racing,Ubisoft,Ubisoft Reflections,8.2,0.95,0.24,0.01,0.53,0.17,2011-09-06
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,0.95,0.29,0.2,0.34,0.12,2010-05-11
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,Level 5,6.3,0.95,0.34,0.36,0.16,0.09,2010-02-02
Wild ARMs,PS,Role-Playing,Sony Computer Entertainment,Media.Vision,8.9,0.95,0.26,0.46,0.17,0.06,1997-04-30
Sonic Unleashed,X360,Platform,Sega,Sonic Team,5.6,0.95,0.54,0.0,0.32,0.09,2008-11-20
Harvest Moon 3D: A New Beginning,3DS,Simulation,Natsume,Marvelous,8.2,0.95,0.41,0.31,0.18,0.06,2012-11-06
SaGa Frontier 2,PS,Role-Playing,Square EA,SquareSoft,7.4,0.94,0.1,0.71,0.07,0.06,2000-01-31
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,Codemasters,7.4,0.93,0.36,0.02,0.45,0.1,2009-10-06
Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,Capcom,8.1,0.93,0.44,0.39,0.05,0.05,2005-10-12
Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,High Horse Entertainment,6.8,0.93,0.53,0.27,0.09,0.05,2011-01-11
Bayonetta,X360,Action,Sega,PlatinumGames,8.9,0.93,0.51,0.09,0.25,0.08,2010-01-05
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,Monolith Soft,9.3,0.92,0.43,0.16,0.25,0.07,2012-04-06
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.21,0.33,0.08,2007-08-28
Killzone: Mercenary,PSV,Misc,Sony Computer Entertainment America,Guerrilla Games,7.4,0.92,0.2,0.04,0.47,0.2,2013-09-10
Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7.0,0.92,0.63,0.02,0.2,0.08,2010-02-09
Tobal No.1,PS,Fighting,Sony Computer Entertainment,DreamFactory,7.7,0.92,0.12,0.66,0.08,0.06,1996-09-30
Crysis 3,X360,Shooter,Electronic Arts,Crytek,7.6,0.92,0.51,0.01,0.32,0.08,2013-02-19
EA Sports Grand Slam Tennis,Wii,Sports,EA Sports,EA Vancouver,7.9,0.92,0.28,0.02,0.51,0.11,2009-06-08
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,Codemasters,7.3,0.91,0.23,0.05,0.46,0.17,2009-10-06
Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.46,0.14,0.06,2011-03-29
Sonic Riders: Zero Gravity,Wii,Racing,Sega,Sonic Team,5.8,0.91,0.48,0.02,0.32,0.09,2008-01-08
Colin McRae Rally 2.0,PS,Racing,Codemasters,Codemasters,8.3,0.91,0.02,0.02,0.8,0.07,2000-12-05
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8.0,0.91,0.58,0.01,0.24,0.09,2008-11-04
Crysis 3,PS3,Shooter,Electronic Arts,Crytek,8.2,0.91,0.26,0.03,0.48,0.14,2013-02-19
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,7.0,0.9,0.66,0.04,0.12,0.09,2011-04-19
Final Fantasy X / X-2 HD Remaster,PS4,Role-Playing,Square Enix,Square Enix,9.3,0.9,0.34,0.07,0.36,0.14,2015-05-12
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.11,0.26,0.08,2008-02-12
Homefront,PS3,Shooter,THQ,Kaos Studios,6.6,0.9,0.32,0.04,0.4,0.15,2011-03-15
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8.0,0.9,0.27,0.05,0.36,0.22,2009-03-17
Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.01,0.03,0.12,2007-05-04
Resident Evil: Revelations,3DS,Action,Capcom,Capcom,7.8,0.89,0.3,0.3,0.23,0.05,2012-02-07
Pure,PS3,Racing,Disney Interactive Studios,Black Rock Studio,7.0,0.89,0.42,0.0,0.33,0.14,2008-09-16
Samba De Amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.01,0.37,0.09,2008-09-23
Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.3,0.16,0.02,2005-05-23
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,2011-03-22
Ni no Kuni II: Revenant Kingdom,PS4,Role-Playing,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.12,0.31,0.13,2018-03-23
WWE SmackDown vs. Raw 2011,X360,Fighting,THQ,JAKKS Pacific,7.1,0.88,0.44,0.0,0.35,0.08,2010-10-26
The Lord of the Rings: War in the North,X360,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0.0,0.24,0.08,2011-11-01
Call of Juarez: Bound in Blood,PS3,Shooter,Ubisoft,Techland,7.7,0.88,0.35,0.01,0.38,0.15,2009-06-30
F1 2010,X360,Racing,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.01,0.59,0.1,2010-09-21
Sonic Chronicles: The Dark Brotherhood,DS,Role-Playing,Sega,BioWare Corp.,7.3,0.88,0.5,0.01,0.29,0.08,2008-09-30
Vagrant Story,PS,Role-Playing,Square EA,SquareSoft,9.3,0.87,0.3,0.3,0.2,0.06,2000-05-15
Mario Party: Star Rush,3DS,Party,Nintendo,"Nd Cube Co., Ltd.",6.2,0.87,0.25,0.2,0.37,0.05,2016-11-04
Mercenaries 2: World in Flames,PS3,Shooter,Electronic Arts,Pandemic Studios,6.0,0.87,0.29,0.02,0.4,0.16,2008-08-31
Red Faction: Guerrilla,X360,Shooter,THQ,Volition Inc.,8.4,0.87,0.48,0.01,0.29,0.09,2009-06-02
Endless Ocean: Blue World,Wii,Simulation,Nintendo,Arika,7.6,0.87,0.46,0.12,0.22,0.06,2010-02-22
Michael Jackson: The Experience,X360,Misc,Ubisoft,Ubisoft Montreal,5.6,0.87,0.62,0.0,0.18,0.07,2011-04-12
Brothers In Arms: Hell's Highway,X360,Shooter,Ubisoft,Gearbox Software,7.6,0.87,0.47,0.0,0.3,0.09,2008-09-23
GRID,X360,Racing,Codemasters,Codemasters,8.7,0.87,0.33,0.01,0.44,0.09,2008-06-03
Metal Gear Ac!d,PSP,Strategy,Konami,Konami,7.4,0.87,0.32,0.12,0.26,0.17,2005-03-22
Sleeping Dogs,X360,Action-Adventure,Square Enix,United Front Games,7.9,0.87,0.38,0.01,0.4,0.08,2012-08-14
Paper Mario: Color Splash,WiiU,Action-Adventure,Nintendo,Intelligent Systems,7.4,0.87,0.35,0.08,0.37,0.06,2016-10-07
Super Bomberman R,NS,Puzzle,Konami Digital Entertainment,HexaDrive,6.3,0.87,0.31,0.19,0.32,0.06,2017-03-03
Wii Fit U,WiiU,Misc,Nintendo,Nintendo,7.2,0.86,0.35,0.21,0.24,0.06,2014-01-10
Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.12,0.72,0.01,2007-02-06
Darksiders II,PS3,Action-Adventure,THQ,Vigil Games,8.3,0.85,0.35,0.01,0.37,0.13,2012-08-14
Dragon Ball Z: Burst Limit,PS3,Fighting,Atari,Dimps Corporation,7.3,0.85,0.22,0.18,0.34,0.12,2008-06-10
Street Fighter Alpha 2,PS,Fighting,Capcom,Capcom,8.2,0.85,0.14,0.57,0.09,0.06,1996-09-30
2010 FIFA World Cup South Africa,X360,Sports,EA Sports,EA Canada,8.4,0.85,0.32,0.02,0.42,0.09,2010-04-27
Ninja Gaiden Sigma 2,PS3,Action,Tecmo Koei,Team Ninja,8.5,0.85,0.52,0.08,0.16,0.1,2009-09-29
The House of the Dead: Overkill,Wii,Shooter,Sega,Headstrong Games,7.9,0.85,0.44,0.02,0.3,0.09,2009-02-10
Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,EA Montreal,7.1,0.85,0.44,0.01,0.27,0.13,2010-01-12
NBA 2K10,PS3,Sports,2K Sports,Visual Concepts,8.2,0.84,0.75,0.01,0.01,0.07,2009-10-06
ZombiU,WiiU,Action,Ubisoft,Ubisoft Montpellier,6.9,0.84,0.35,0.05,0.37,0.07,2012-11-18
Xenoblade Chronicles X,WiiU,Role-Playing,Nintendo,Monolith Soft,8.1,0.84,0.34,0.15,0.29,0.06,2015-12-04
Rogue Galaxy,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.3,0.84,0.24,0.39,0.16,0.05,2007-01-30
Skate 2,PS3,Sports,Electronic Arts,EA Black Box,8.2,0.84,0.46,0.01,0.25,0.12,2009-01-21
Sniper Elite V2,X360,Shooter,505 Games,Rebellion Developments,7.0,0.84,0.46,0.02,0.28,0.08,2012-05-01
Sid Meier's Civilization Revolution,X360,Strategy,2K Games,Firaxis Games,8.4,0.83,0.58,0.0,0.17,0.07,2008-07-08
Dragon Age II,PS3,Role-Playing,Electronic Arts,BioWare Corp.,7.7,0.83,0.4,0.05,0.26,0.12,2011-03-08
Dragon Ball: Raging Blast 2,PS3,Fighting,Namco Bandai,Spike,6.0,0.83,0.43,0.11,0.19,0.1,2010-11-02
Sniper: Ghost Warrior,PS3,Shooter,City Interactive,City Interactive,4.5,0.83,0.3,0.04,0.35,0.14,2011-06-28
Time Crisis 4,PS3,Shooter,Namco Bandai,Bandai Namco Games,6.1,0.83,0.32,0.05,0.32,0.14,2007-11-20
Stranglehold,X360,Shooter,Midway Games,Midway Games,8.0,0.83,0.41,0.01,0.33,0.09,2007-09-05
The Crew 2,PS4,Racing,Ubisoft,Ivory Tower,6.5,0.82,0.22,0.05,0.42,0.12,2018-06-29
The Lord of the Rings: War in the North,PS3,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.5,0.82,0.25,0.01,0.43,0.12,2011-11-01
Patapon,PSP,Platform,Sony Computer Entertainment,Pyramid/JAPAN Studio,8.7,0.82,0.33,0.07,0.25,0.17,2008-02-26
The Walking Dead: A Telltale Games Series,PS3,Adventure,Telltale Games,Telltale Games,9.7,0.82,0.4,0.03,0.25,0.14,2012-11-20
Professor Layton vs Ace Attorney,3DS,Adventure,Nintendo,Level 5,8.1,0.82,0.2,0.3,0.27,0.04,2014-08-29
Tales of Destiny II,PS,Role-Playing,Namco,Telenet Japan / Wolfteam,7.5,0.81,0.06,0.66,0.04,0.05,2001-09-10
Pro Evolution Soccer 2010,X360,Sports,Konami,Konami,7.0,0.81,0.12,0.03,0.58,0.08,2009-11-03
Golden Sun: Dark Dawn,DS,Role-Playing,Nintendo,Camelot Software Planning,8.0,0.81,0.53,0.13,0.1,0.05,2010-11-29
Shaun White Snowboarding,X360,Sports,Ubisoft,Ubisoft Montreal,6.2,0.81,0.48,0.0,0.25,0.08,2008-11-16
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,Sports,Nintendo,Sega Sports R&D,5.9,0.8,0.37,0.14,0.23,0.06,2013-11-15
DiRT 2,X360,Racing,Codemasters,Codemasters,8.8,0.8,0.32,0.0,0.39,0.09,2009-09-08
PES 2009: Pro Evolution Soccer,PSP,Sports,Konami,Konami,7.3,0.8,0.04,0.26,0.33,0.17,2008-11-11
Darksiders II,X360,Action-Adventure,THQ,Vigil Games,8.6,0.79,0.45,0.0,0.27,0.07,2012-08-14
Dead Island: Riptide,X360,Misc,Deep Silver,Techland,5.6,0.79,0.44,0.01,0.27,0.07,2013-04-23
The Godfather II,X360,Adventure,Electronic Arts,EA Redwood Shores,6.2,0.79,0.47,0.01,0.23,0.08,2009-04-07
MadWorld,Wii,Action,Sega,PlatinumGames,8.1,0.78,0.45,0.02,0.24,0.07,2009-03-10
F1 2016,PS4,Racing,Codemasters,Codemasters,8.0,0.78,0.07,0.03,0.56,0.11,2017-01-01
Need for Speed: ProStreet,PSP,Racing,Electronic Arts,EA Black Box,5.6,0.78,0.24,0.01,0.33,0.19,2008-02-18
Naruto Shippuden: Ultimate Ninja Storm 2,X360,Fighting,Namco Bandai,CyberConnect2,7.6,0.78,0.43,0.01,0.27,0.07,2010-10-19
Too Human,X360,Role-Playing,Microsoft Game Studios,Silicon Knights,6.5,0.78,0.38,0.03,0.3,0.08,2008-08-19
Sid Meier's Civilization Revolution,PS3,Strategy,2K Games,Firaxis Games,8.4,0.78,0.49,0.01,0.19,0.09,2008-07-08
Tom Clancy's Splinter Cell: Double Agent,X360,Action,Ubisoft,Ubisoft Shanghai,8.5,0.78,0.67,0.01,0.04,0.06,2006-10-17
Ghost Squad,Wii,Shooter,Sega,Polygon Magic,7.0,0.77,0.42,0.08,0.21,0.07,2007-11-20
Dragon Ball: Raging Blast,PS3,Fighting,Namco Bandai,Spike,5.6,0.77,0.37,0.11,0.19,0.1,2009-11-10
Pokémon Dash,DS,Racing,Nintendo,Ambrella,5.3,0.77,0.21,0.38,0.14,0.04,2005-03-14
Donkey Kong Country 3,GBA,Platform,Nintendo,Rare Ltd.,7.5,0.77,0.45,0.14,0.17,0.01,2005-11-07
Need for Speed: Undercover,PSP,Racing,Electronic Arts,Piranha Games,5.4,0.77,0.23,0.03,0.32,0.19,2008-11-17
The Sims 3,3DS,Simulation,Electronic Arts,The Sims Studio,5.6,0.77,0.3,0.03,0.38,0.07,2011-03-27
Lost Planet 2,X360,Shooter,Capcom,Capcom,6.5,0.76,0.38,0.08,0.24,0.06,2010-05-11
Kane & Lynch: Dead Men,X360,Shooter,Eidos Interactive,IO Interactive,6.8,0.76,0.36,0.01,0.31,0.08,2007-11-13
Marvel vs. Capcom 2,PS2,Fighting,Capcom,Capcom,8.2,0.76,0.31,0.13,0.24,0.08,2002-11-19
Banjo-Kazooie: Nuts & Bolts,X360,Platform,Microsoft Game Studios,Rare Ltd.,8.0,0.76,0.32,0.0,0.35,0.08,2008-11-12
Resident Evil: Revelations,PS3,Action,Capcom,Capcom,7.6,0.76,0.14,0.22,0.32,0.09,2013-05-21
PokéPark 2: Wonders Beyond,Wii,Action-Adventure,Nintendo,Creatures Inc.,6.5,0.76,0.26,0.27,0.19,0.04,2012-02-27
LEGO City Undercover,PS4,Platform,Warner Bros. Interactive Entertainment,TT Fusion,8.0,0.75,0.17,0.01,0.46,0.12,2017-04-04
Zone of the Enders,PS2,Simulation,Konami,Konami Computer Entertainment Japan,7.5,0.75,0.3,0.13,0.24,0.08,2001-03-26
FIFA 19,NS,Sports,Electronic Arts,EA Sports,5.9,0.75,0.18,0.06,0.47,0.05,2018-09-28
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,Fighting,Capcom,Capcom,7.9,0.75,0.22,0.3,0.17,0.06,2001-11-06
Turok,X360,Shooter,Touchstone,Propaganda Games,6.6,0.75,0.46,0.01,0.2,0.07,2008-02-05
Kane & Lynch: Dead Men,PS3,Shooter,Eidos Interactive,IO Interactive,6.8,0.75,0.29,0.01,0.32,0.13,2007-11-13
Genji: Days of the Blade,PS3,Action,Sony Computer Entertainment,Game Republic,5.0,0.75,0.18,0.06,0.38,0.14,2006-11-14
Ace Combat: Assault Horizon,PS3,Action,Namco Bandai,Project ACES,7.5,0.74,0.3,0.22,0.16,0.07,2011-10-11
Red Faction: Guerrilla,PS3,Shooter,THQ,Volition Inc.,8.6,0.74,0.33,0.02,0.27,0.12,2009-06-02
Resonance of Fate,PS3,Role-Playing,Sega,tri-Ace,7.5,0.74,0.2,0.24,0.22,0.08,2010-03-16
Tales of Vesperia,X360,Role-Playing,Namco Bandai,Namco Tales Studio,8.1,0.74,0.32,0.19,0.18,0.05,2008-08-26
The Godfather II,PS3,Adventure,Electronic Arts,EA Redwood Shores,6.4,0.74,0.41,0.01,0.21,0.1,2009-04-07
Sonic Forces,NS,Platform,Sega,Sonic Team,5.4,0.74,0.39,0.01,0.27,0.06,2017-11-07
Katamari Damacy,PS2,Puzzle,Namco,Namco,8.5,0.73,0.47,0.17,0.02,0.08,2004-09-21
Brink,PS3,Shooter,Bethesda Softworks,Splash Damage,7.1,0.73,0.29,0.01,0.32,0.12,2011-05-10
Final Fantasy XIII-2,X360,Role-Playing,Square Enix,Square Enix,7.9,0.73,0.36,0.02,0.29,0.06,2012-01-31
Star Ocean: The Last Hope International,PS3,Role-Playing,Square Enix,tri-Ace,8.1,0.73,0.28,0.22,0.15,0.07,2010-02-09
Monster Hunter Generations Ultimate,NS,Action,Capcom,Capcom,7.7,0.72,0.27,0.27,0.14,0.04,2018-08-28
Blur,PS3,Racing,Activision,Bizarre Creations,8.3,0.72,0.22,0.02,0.37,0.12,2010-05-25
F1 2011,X360,Racing,Codemasters,Codemasters Birmingham,8.5,0.72,0.11,0.01,0.5,0.09,2011-09-20
Kirby: Canvas Curse,DS,Platform,Nintendo,HAL Laboratory,8.9,0.72,0.36,0.32,0.0,0.03,2005-06-13
Blast Corps,N64,Action,Nintendo,Rare Ltd.,9.1,0.71,0.39,0.17,0.09,0.06,1997-02-28
Yu-Gi-Oh! The Falsebound Kingdom,GC,Strategy,Konami,Konami,4.4,0.71,0.49,0.07,0.13,0.02,2003-11-04
The LEGO Movie Videogame,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,6.0,0.71,0.26,0.01,0.32,0.11,2014-02-07
Astro Bot Rescue Mission,PS4,Platform,Sony Interactive Entertainment,SIE Japan Studio,8.5,0.71,0.22,0.02,0.36,0.11,2018-10-02
Catherine,PS3,Puzzle,Atlus,Atlus,7.9,0.71,0.3,0.2,0.15,0.06,2011-07-26
DiRT 3,X360,Racing,Codemasters,Codemasters,9.1,0.71,0.23,0.01,0.4,0.07,2011-05-24
Plants vs Zombies: Garden Warfare,XOne,Shooter,Electronic Arts,PopCap Games,7.6,0.71,0.39,0.0,0.25,0.06,2014-02-25
Monster Hunter 3 Ultimate,WiiU,Role-Playing,Capcom,Capcom,8.7,0.71,0.24,0.22,0.2,0.04,2013-03-19
Driver: San Francisco,X360,Racing,Ubisoft,Ubisoft Reflections,8.1,0.7,0.25,0.0,0.37,0.07,2011-09-06
Monster Hunter Stories,3DS,Role-Playing,Capcom,Marvelous,8.1,0.7,0.14,0.39,0.15,0.03,2017-09-08
Chocobo's Dungeon 2,PS,Role-Playing,Square EA,SquareSoft,6.2,0.7,0.04,0.58,0.03,0.05,1999-11-30
Ape Escape: On the Loose,PSP,Platform,Sony Computer Entertainment,SIMS,6.6,0.7,0.52,0.12,0.01,0.05,2005-03-22
Ace Attorney Investigations: Miles Edgeworth,DS,Adventure,Capcom,Capcom,7.7,0.7,0.23,0.3,0.14,0.04,2010-02-16
Classic NES Series: Zelda II: The Adventure of Link,GBA,Adventure,Nintendo,Nintendo EAD,6.6,0.7,0.37,0.17,0.14,0.01,2004-10-25
James Bond 007: Blood Stone,PS3,Action,Activision,Bizarre Creations,6.2,0.7,0.18,0.02,0.37,0.12,2010-11-02
The Sly Collection,PS3,Platform,Sony Computer Entertainment,Sanzaru Games,8.7,0.69,0.52,0.01,0.08,0.08,2010-11-09
Mario Party: The Top 100,3DS,Party,Nintendo,"Nd Cube Co., Ltd.",5.0,0.69,0.23,0.24,0.17,0.04,2017-11-10
Fortnite,NS,Shooter,Warner Bros. Interactive Entertainment,Epic Games,8.5,0.69,0.38,0.01,0.24,0.06,2018-11-16
Metal Gear Solid: Portable Ops Plus,PSP,Action,Konami,Kojima Productions,6.9,0.69,0.26,0.26,0.01,0.17,2007-11-13
The Evil Within,XOne,Misc,Bethesda Softworks,Tango Gameworks,7.9,0.69,0.36,0.0,0.27,0.06,2014-10-14
Bushido Blade 2,PS,Fighting,Square EA,Light Weight,7.5,0.68,0.25,0.22,0.17,0.04,1998-02-28
F1 2015,PS4,Racing,Codemasters,Codemasters Birmingham,5.9,0.68,0.1,0.04,0.45,0.1,2015-07-21
.hack//Mutation Part 2,PS2,Role-Playing,Bandai,CyberConnect2,7.5,0.68,0.23,0.2,0.18,0.06,2003-05-07
Rayman Legends,WiiU,Platform,Ubisoft,Ubisoft Montpellier,9.5,0.68,0.25,0.03,0.35,0.05,2013-09-03
Suikoden II,PS,Role-Playing,Konami,Konami,8.5,0.68,0.15,0.38,0.1,0.04,1999-09-29
Test Drive Unlimited 2,X360,Racing,Atari,Eden Studios,6.8,0.68,0.3,0.0,0.32,0.06,2011-02-08
Hot Shots Golf: Open Tee 2,PSP,Sports,Sony Computer Entertainment,Clap Hanz,8.0,0.68,0.21,0.28,0.11,0.08,2008-06-03
Diablo III: Eternal Collection,NS,Action,Blizzard Entertainment,Blizzard Entertainment,9.0,0.67,0.38,0.01,0.22,0.06,2018-11-02
